                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.99382,                 2.7825,                 1.6301,                0.53513,                0.47971,                0.49512,                 0.2794,                 1.2759,                 3.8815,                 2.3943,             0.00036565,             0.00036565,             0.00036565
